,id,parent_id,tweet,topic,classification
22,"670    500294827351621632
Name: id, dtype: object","670    500286680381665282
Name: parent_id, dtype: object","670    @KAEP555 @mashable He is large. In the store p...
Name: tweet, dtype: object","670    ferguson
Name: topic, dtype: object",comment
23,"2917    544307827070615553
Name: id, dtype: object","2917    544281375826665472
Name: parent_id, dtype: object","2917    @col_livesey @BasimaFaysal @SkyNewsAust \nIt i...
Name: tweet, dtype: object","2917    sydneysiege
Name: topic, dtype: object",support
24,"1556    524955418955902976
Name: id, dtype: object","1556    524947674164760577
Name: parent_id, dtype: object","1556    @DaveBeninger  maybe you should get your info ...
Name: tweet, dtype: object","1556    ottawashooting
Name: topic, dtype: object",comment
25,"3781    553541495588802560
Name: id, dtype: object","3781    553538058440941568
Name: parent_id, dtype: object","3781    “@AP: MORE: France: Shooting, hostage-taking a...
Name: tweet, dtype: object","3781    charliehebdo
Name: topic, dtype: object",comment
26,"953    500301494193627136
Name: id, dtype: object","953    500301270532370433
Name: parent_id, dtype: object","953    @DanteB4u Absolutely my point!!  @orangeseahorse
Name: tweet, dtype: object","953    ferguson
Name: topic, dtype: object",comment
27,"1112    525026551411519488
Name: id, dtype: object","1112    525025463648137216
Name: parent_id, dtype: object","1112    @CP24 I teared up when I heard. \n\nRIP Cpl Ci...
Name: tweet, dtype: object","1112    ottawashooting
Name: topic, dtype: object",comment
28,"3616    553565149790224387
Name: id, dtype: object","3616    553562623200210944
Name: parent_id, dtype: object","3616    @ShirazMaher @NickKristof ok. I would like to ...
Name: tweet, dtype: object","3616    charliehebdo
Name: topic, dtype: object",comment
29,"1942    544520601038098433
Name: id, dtype: object","1942    544520273718812672
Name: parent_id, dtype: object","1942    @Angus_OL @horanosaur
Name: tweet, dtype: object","1942    sydneysiege
Name: topic, dtype: object",comment
30,"2878    544284034902528000
Name: id, dtype: object","2878    544283762201083904
Name: parent_id, dtype: object","2878    @Kiippyy @KEEMSTARx is there a live feed somew...
Name: tweet, dtype: object","2878    sydneysiege
Name: topic, dtype: object",query
31,"541    500319801344929795
Name: id, dtype: object","541    None
Name: parent_id, dtype: object","541    The day #Ferguson cops told a dirty, bloody li...
Name: tweet, dtype: object","541    ferguson
Name: topic, dtype: object",support
32,"1720    524941900223381504
Name: id, dtype: object","1720    524940223160287232
Name: parent_id, dtype: object","1720    @subloke @kellyoxford @obiterdictayo Not a com...
Name: tweet, dtype: object","1720    ottawashooting
Name: topic, dtype: object",deny
33,"4241    552818473806491650
Name: id, dtype: object","4241    552817984524152832
Name: parent_id, dtype: object","4241    @hassanbasmer @Chusid2015 @cnnbrk go away. Sor...
Name: tweet, dtype: object","4241    charliehebdo
Name: topic, dtype: object",comment
34,"3501    553589038196981760
Name: id, dtype: object","3501    553588178687655936
Name: parent_id, dtype: object","3501    @HuffingtonPost Can you confirm the reports th...
Name: tweet, dtype: object","3501    charliehebdo
Name: topic, dtype: object",query
35,"2177    544452279441829888
Name: id, dtype: object","2177    544358533819420672
Name: parent_id, dtype: object","2177    @cnni @CNN @BreakingNewsKE O Lord @Gurmeetramr...
Name: tweet, dtype: object","2177    sydneysiege
Name: topic, dtype: object",comment
36,"3512    553595330009518080
Name: id, dtype: object","3512    553594432743018496
Name: parent_id, dtype: object","3512    @jaseblazefan wonder if @SkyNewsBreak get the ...
Name: tweet, dtype: object","3512    charliehebdo
Name: topic, dtype: object",comment
37,"919    500304474616119296
Name: id, dtype: object","919    500303952391331843
Name: parent_id, dtype: object","919    @DanteB4u Besides a person who committed a rob...
Name: tweet, dtype: object","919    ferguson
Name: topic, dtype: object",comment
38,"1910    544519358232674305
Name: id, dtype: object","1910    544518335019229184
Name: parent_id, dtype: object","1910    @AusNewsNetwork @Eagle_Vision not good news....
Name: tweet, dtype: object","1910    sydneysiege
Name: topic, dtype: object",comment
39,"3639    553550998497918976
Name: id, dtype: object","3639    553550000584540160
Name: parent_id, dtype: object","3639    @genlady9 @RT_com fuck you sarracen and stop i...
Name: tweet, dtype: object","3639    charliehebdo
Name: topic, dtype: object",comment
40,"2486    544349614393282561
Name: id, dtype: object","2486    544346015013167104
Name: parent_id, dtype: object","2486    @AnonymTipster @RT_com he will up oz's militar...
Name: tweet, dtype: object","2486    sydneysiege
Name: topic, dtype: object",comment
41,"3417    576801654118428672
Name: id, dtype: object","3417    576800982471962624
Name: parent_id, dtype: object","3417    @haaker66 @batchelorshow Military Coup to over...
Name: tweet, dtype: object","3417    putinmissing
Name: topic, dtype: object",comment
42,"4274    552815897425891328
Name: id, dtype: object","4274    552814516262555648
Name: parent_id, dtype: object","4274    @hassanbasmer @Chusid2015 @cnnbrk anti semitis...
Name: tweet, dtype: object","4274    charliehebdo
Name: topic, dtype: object",comment
43,"929    500319394325479424
Name: id, dtype: object","929    500317100704288768
Name: parent_id, dtype: object","929    .@bucci2028 @orangeseahorse @Alasscan_  - Wils...
Name: tweet, dtype: object","929    ferguson
Name: topic, dtype: object",comment
44,"2067    544991347304714240
Name: id, dtype: object","2067    544505605567041536
Name: parent_id, dtype: object","2067    @ian_swann @Wossyboo92 @SkyNews No. It's fanat...
Name: tweet, dtype: object","2067    sydneysiege
Name: topic, dtype: object",comment
45,"3485    553589051044151296
Name: id, dtype: object","3485    None
Name: parent_id, dtype: object","3485    Several hostages freed at Jewish supermarket i...
Name: tweet, dtype: object","3485    charliehebdo
Name: topic, dtype: object",support
46,"1842    524925730053181440
Name: id, dtype: object","1842    None
Name: parent_id, dtype: object","1842    Shooter still on loose after uniformed soldier...
Name: tweet, dtype: object","1842    ottawashooting
Name: topic, dtype: object",support
47,"2445    544355074672033792
Name: id, dtype: object","2445    544320787436433409
Name: parent_id, dtype: object","2445    @Melstar71 @7NewsSydney @Y7News their entire c...
Name: tweet, dtype: object","2445    sydneysiege
Name: topic, dtype: object",deny
48,"2800    544285782639267840
Name: id, dtype: object","2800    544278985249550337
Name: parent_id, dtype: object","2800    @mscott @vornothecat Ta, trying that one too. ...
Name: tweet, dtype: object","2800    sydneysiege
Name: topic, dtype: object",comment
49,"1466    524969433308340224
Name: id, dtype: object","1466    524967855105007616
Name: parent_id, dtype: object","1466    @PrideSky @CBCAlerts I think that what they ar...
Name: tweet, dtype: object","1466    ottawashooting
Name: topic, dtype: object",comment
50,"1791    525000734992248832
Name: id, dtype: object","1791    524999052367527937
Name: parent_id, dtype: object","1791    @BigDilbertFan we won't agree on this and that...
Name: tweet, dtype: object","1791    ottawashooting
Name: topic, dtype: object",deny
51,"1249    525031054537936897
Name: id, dtype: object","1249    525025279803424768
Name: parent_id, dtype: object","1249    @Canoe @ottawasuncom Rest in peace. An innocen...
Name: tweet, dtype: object","1249    ottawashooting
Name: topic, dtype: object",comment
52,"4337    552812322075729920
Name: id, dtype: object","4337    552806757672964097
Name: parent_id, dtype: object","4337    @USATODAY @12News @AP This is not about politi...
Name: tweet, dtype: object","4337    charliehebdo
Name: topic, dtype: object",deny
53,"987    499456567990026240
Name: id, dtype: object","987    499456140044824576
Name: parent_id, dtype: object","987    @valeriehahn source?
Name: tweet, dtype: object","987    ferguson
Name: topic, dtype: object",query
54,"1908    544520807074918400
Name: id, dtype: object","1908    544518335019229184
Name: parent_id, dtype: object","1908    @AusNewsNetwork @richellecox not confirmed
Name: tweet, dtype: object","1908    sydneysiege
Name: topic, dtype: object",deny
55,"879    499532946412687360
Name: id, dtype: object","879    499532679059374081
Name: parent_id, dtype: object","879    @MichaelSkolnik when u spew racism,hate of us ...
Name: tweet, dtype: object","879    ferguson
Name: topic, dtype: object",comment
56,"2167    544370150359572480
Name: id, dtype: object","2167    544367462012432384
Name: parent_id, dtype: object","2167    @FoxNews Not cool Yo! My Prayerz hope that hos...
Name: tweet, dtype: object","2167    sydneysiege
Name: topic, dtype: object",comment
57,"2782    544284571626635266
Name: id, dtype: object","2782    544283772569788416
Name: parent_id, dtype: object","2782    @SkyNews Send in the #British #SAS it will be ...
Name: tweet, dtype: object","2782    sydneysiege
Name: topic, dtype: object",comment
58,"4171    552852233901965313
Name: id, dtype: object","4171    552832817089236992
Name: parent_id, dtype: object","4171    @MashableNews brain washed fanatics. The amoun...
Name: tweet, dtype: object","4171    charliehebdo
Name: topic, dtype: object",comment
59,"1031    499459462965362688
Name: id, dtype: object","1031    499453449206239232
Name: parent_id, dtype: object","1031    @graceslick77 @clydetheslyde #HatersHate and #...
Name: tweet, dtype: object","1031    ferguson
Name: topic, dtype: object",comment
60,"4097    553237817086967809
Name: id, dtype: object","4097    553160652567498752
Name: parent_id, dtype: object","4097    @ABC COWARDS less than humans
Name: tweet, dtype: object","4097    charliehebdo
Name: topic, dtype: object",comment
61,"1806    524964692423630849
Name: id, dtype: object","1806    524938903762268160
Name: parent_id, dtype: object","1806    @tdgecas @Henderburn well said @tdgecas
Name: tweet, dtype: object","1806    ottawashooting
Name: topic, dtype: object",support
62,"1816    524937817924067328
Name: id, dtype: object","1816    524925215235911680
Name: parent_id, dtype: object","1816    @globeandmail
Name: tweet, dtype: object","1816    ottawashooting
Name: topic, dtype: object",comment
63,"1697    524939106367721472
Name: id, dtype: object","1697    524932935137628160
Name: parent_id, dtype: object","1697    @kellyoxford my thoughts also
Name: tweet, dtype: object","1697    ottawashooting
Name: topic, dtype: object",support
64,"3484    553591557325336576
Name: id, dtype: object","3484    553590835850514433
Name: parent_id, dtype: object","3484    @SkyNews 🙏
Name: tweet, dtype: object","3484    charliehebdo
Name: topic, dtype: object",query
65,"4159    552844745647460352
Name: id, dtype: object","4159    552844369649098754
Name: parent_id, dtype: object","4159    @GargiRawat Thank you for the reply mam. Reall...
Name: tweet, dtype: object","4159    charliehebdo
Name: topic, dtype: object",comment
66,"3595    553578217387614208
Name: id, dtype: object","3595    553576010898497536
Name: parent_id, dtype: object","3595    Omg “@WSJ: Breaking: Gunman at Paris store thr...
Name: tweet, dtype: object","3595    charliehebdo
Name: topic, dtype: object",comment
67,"4375    552814012791279617
Name: id, dtype: object","4375    552810448324943872
Name: parent_id, dtype: object","4375    @RT_com pussies
Name: tweet, dtype: object","4375    charliehebdo
Name: topic, dtype: object",comment
68,"1311    524961643688890368
Name: id, dtype: object","1311    524959809402331137
Name: parent_id, dtype: object","1311    @cnnbrk US official - whatever. Take your sour...
Name: tweet, dtype: object","1311    ottawashooting
Name: topic, dtype: object",comment
69,"1270    524991797630865408
Name: id, dtype: object","1270    524991576163250176
Name: parent_id, dtype: object","1270    @CBSNews The police chief just totally dodged ...
Name: tweet, dtype: object","1270    ottawashooting
Name: topic, dtype: object",comment
70,"943    500281521841139712
Name: id, dtype: object","943    500279160795721728
Name: parent_id, dtype: object","943    @DanteB4u I could not agree more, it just plai...
Name: tweet, dtype: object","943    ferguson
Name: topic, dtype: object",support
71,"2941    544280076628414464
Name: id, dtype: object","2941    544272537341812736
Name: parent_id, dtype: object","2941    @DailyMailAU Oh dear!  PRAY for these innocent...
Name: tweet, dtype: object","2941    sydneysiege
Name: topic, dtype: object",comment
72,"3452    553587741720854528
Name: id, dtype: object","3452    553587377835614209
Name: parent_id, dtype: object","3452    @FridhKleberg @AFP If so that hostage will be ...
Name: tweet, dtype: object","3452    charliehebdo
Name: topic, dtype: object",query
73,"3606    553552100417110017
Name: id, dtype: object","3606    553551840428949504
Name: parent_id, dtype: object","3606    @intelwire @ShirazMaher Absolutly right.
Name: tweet, dtype: object","3606    charliehebdo
Name: topic, dtype: object",comment
74,"684    500287202124103680
Name: id, dtype: object","684    500286058664579072
Name: parent_id, dtype: object","684    @mashable oh well that just justifies everythi...
Name: tweet, dtype: object","684    ferguson
Name: topic, dtype: object",comment
75,"2596    544300001568911360
Name: id, dtype: object","2596    544297696308518912
Name: parent_id, dtype: object","2596    @FoxNews While Bashar al-Assad was killing ove...
Name: tweet, dtype: object","2596    sydneysiege
Name: topic, dtype: object",comment
76,"181    500371968831787009
Name: id, dtype: object","181    500371149713178625
Name: parent_id, dtype: object","181    @AngryBlackLady Ferguson Missouri, obvs.
Name: tweet, dtype: object","181    ferguson
Name: topic, dtype: object",comment
77,"3632    553551562732470272
Name: id, dtype: object","3632    553549686129561600
Name: parent_id, dtype: object","3632    “@RT_com: UPDATE: Gunman in kosher grocery sto...
Name: tweet, dtype: object","3632    charliehebdo
Name: topic, dtype: object",comment
78,"4121    552834026948415488
Name: id, dtype: object","4121    552833028201144320
Name: parent_id, dtype: object","4121    @RT_com not men, not human, these are Zealots,...
Name: tweet, dtype: object","4121    charliehebdo
Name: topic, dtype: object",comment
79,"938    500307074589659137
Name: id, dtype: object","938    500303144429973508
Name: parent_id, dtype: object","938    @DanteB4u @KatEdmiston Probable cause for what...
Name: tweet, dtype: object","938    ferguson
Name: topic, dtype: object",comment
80,"1117    525060425184858112
Name: id, dtype: object","1117    None
Name: parent_id, dtype: object","1117    The Canadian soldier killed in today's Ottawa ...
Name: tweet, dtype: object","1117    ottawashooting
Name: topic, dtype: object",support
81,"4041    553195335661912064
Name: id, dtype: object","4041    553184482241814530
Name: parent_id, dtype: object","4041    @juliamacfarlane @auddin76 I suspect they were...
Name: tweet, dtype: object","4041    charliehebdo
Name: topic, dtype: object",comment
82,"301    500379240299122690
Name: id, dtype: object","301    500377906305327104
Name: parent_id, dtype: object","301    @SoulRevision after they beat him.
Name: tweet, dtype: object","301    ferguson
Name: topic, dtype: object",comment
83,"3478    553591773537513473
Name: id, dtype: object","3478    553590835850514433
Name: parent_id, dtype: object","3478    @SkyNews good work 👍
Name: tweet, dtype: object","3478    charliehebdo
Name: topic, dtype: object",comment
84,"2131    544382892378714113
Name: id, dtype: object","2131    None
Name: parent_id, dtype: object","2131    Five Hostages Escape Sydney Cafe Siege — Live ...
Name: tweet, dtype: object","2131    sydneysiege
Name: topic, dtype: object",support
85,"386    500321053197864961
Name: id, dtype: object","386    500320401369870336
Name: parent_id, dtype: object","386    @Tom_sveb @spants @rui_xu @flavius217 What oth...
Name: tweet, dtype: object","386    ferguson
Name: topic, dtype: object",deny
86,"819    499368327530414080
Name: id, dtype: object","819    499366666300846081
Name: parent_id, dtype: object","819    @AnonymousPress Yeah Land of the Free My A%&amp;
Name: tweet, dtype: object","819    ferguson
Name: topic, dtype: object",comment
87,"2301    544320115647741952
Name: id, dtype: object","2301    544319832486064128
Name: parent_id, dtype: object","2301    RT @AP: Hostage situation erupts in Sydney caf...
Name: tweet, dtype: object","2301    sydneysiege
Name: topic, dtype: object",support
88,"524    500340654841798656
Name: id, dtype: object","524    500327120770301952
Name: parent_id, dtype: object","524    “@zellieimani: How many white celebrities have...
Name: tweet, dtype: object","524    ferguson
Name: topic, dtype: object",comment
89,"2277    544354628775600128
Name: id, dtype: object","2277    544326091519700992
Name: parent_id, dtype: object","2277    @leeanneart @mashable ""Grease my palm with sil...
Name: tweet, dtype: object","2277    sydneysiege
Name: topic, dtype: object",deny
90,"2793    544282786039726080
Name: id, dtype: object","2793    544278985249550337
Name: parent_id, dtype: object","2793    Yes. This is what real news is about: “@mscott...
Name: tweet, dtype: object","2793    sydneysiege
Name: topic, dtype: object",comment
91,"2688    544292185722851329
Name: id, dtype: object","2688    544288681021145090
Name: parent_id, dtype: object","2688    Sick. ""@Independent: Up to 20 held hostage in ...
Name: tweet, dtype: object","2688    sydneysiege
Name: topic, dtype: object",support
92,"1119    525061909968478208
Name: id, dtype: object","1119    525060425184858112
Name: parent_id, dtype: object","1119    @cnnbrk RIP
Name: tweet, dtype: object","1119    ottawashooting
Name: topic, dtype: object",support
93,"1054    499693411130429443
Name: id, dtype: object","1054    499691687326007296
Name: parent_id, dtype: object","1054    @PhilSerrin Uh Sorry. I believe it was his poi...
Name: tweet, dtype: object","1054    ferguson
Name: topic, dtype: object",support
94,"3638    553584470264410113
Name: id, dtype: object","3638    553573995858382849
Name: parent_id, dtype: object","3638    @RT_com where's Eddy Caplan when you need him
Name: tweet, dtype: object","3638    charliehebdo
Name: topic, dtype: object",comment
95,"1906    544518918912495616
Name: id, dtype: object","1906    544518335019229184
Name: parent_id, dtype: object","1906    @AusNewsNetwork 😖
Name: tweet, dtype: object","1906    sydneysiege
Name: topic, dtype: object",comment
96,"1957    544530369312477184
Name: id, dtype: object","1957    544515538383564801
Name: parent_id, dtype: object","1957    @Joyce_Karam @LibyaLiberty No wonder dude uppe...
Name: tweet, dtype: object","1957    sydneysiege
Name: topic, dtype: object",comment
97,"2069    544478273238212608
Name: id, dtype: object","2069    544477183851630592
Name: parent_id, dtype: object","2069    @Wossyboo92 @SkyNews They don't know whether o...
Name: tweet, dtype: object","2069    sydneysiege
Name: topic, dtype: object",comment
98,"1015    499596317413621760
Name: id, dtype: object","1015    499570907602767872
Name: parent_id, dtype: object","1015    @mechphree @clydetheslyde @mylifeishid or be w...
Name: tweet, dtype: object","1015    ferguson
Name: topic, dtype: object",comment
99,"568    500308482676240384
Name: id, dtype: object","568    500308366561124352
Name: parent_id, dtype: object","568    @MrLewis915 anti-whites ? #lulz
Name: tweet, dtype: object","568    ferguson
Name: topic, dtype: object",comment
100,"702    500295446578085889
Name: id, dtype: object","702    500294803402137600
Name: parent_id, dtype: object","702    @NBCNews @JDBmsnbc  Here's a petition to stop ...
Name: tweet, dtype: object","702    ferguson
Name: topic, dtype: object",comment
101,"1469    524946868887756801
Name: id, dtype: object","1469    524944399890124801
Name: parent_id, dtype: object","1469    #Ottawa MT @CBCAlerts: Gunman shot dead inside...
Name: tweet, dtype: object","1469    ottawashooting
Name: topic, dtype: object",comment
102,"2203    544392471007227904
Name: id, dtype: object","2203    544391176137089024
Name: parent_id, dtype: object","2203    “@cnni: Hostage taker in Sydney cafe demands I...
Name: tweet, dtype: object","2203    sydneysiege
Name: topic, dtype: object",support
103,"184    500382019109810176
Name: id, dtype: object","184    500371149713178625
Name: parent_id, dtype: object","184    @AngryBlackLady in Egypt, they killed 1000's a...
Name: tweet, dtype: object","184    ferguson
Name: topic, dtype: object",deny
104,"1392    524978385660153856
Name: id, dtype: object","1392    524977952640221184
Name: parent_id, dtype: object","1392    @thejpiga So now you judge me for 1 fucking RT...
Name: tweet, dtype: object","1392    ottawashooting
Name: topic, dtype: object",comment
105,"3996    553467311261503488
Name: id, dtype: object","3996    None
Name: parent_id, dtype: object","3996    Reports of shooting at  Dammartin en Goele on ...
Name: tweet, dtype: object","3996    charliehebdo
Name: topic, dtype: object",support
106,"2663    544314667795873792
Name: id, dtype: object","2663    544314008980172800
Name: parent_id, dtype: object","2663    @jplang43 @WilliamsJon We don't.
Name: tweet, dtype: object","2663    sydneysiege
Name: topic, dtype: object",comment
107,"4312    552814805456027648
Name: id, dtype: object","4312    552811386259386370
Name: parent_id, dtype: object","4312    More madness - tragic: “@WSJ: At least 12 dead...
Name: tweet, dtype: object","4312    charliehebdo
Name: topic, dtype: object",comment
108,"1674    524970687803715584
Name: id, dtype: object","1674    524970281379823616
Name: parent_id, dtype: object","1674    @Russell_Barth @dmatthewmillar @devo1400 @spai...
Name: tweet, dtype: object","1674    ottawashooting
Name: topic, dtype: object",comment
109,"436    500303431928922113
Name: id, dtype: object","436    None
Name: parent_id, dtype: object","436    Reminder: Forget the robbery, forget the minor...
Name: tweet, dtype: object","436    ferguson
Name: topic, dtype: object",comment
110,"3993    553213579672178689
Name: id, dtype: object","3993    553212962044149761
Name: parent_id, dtype: object","3993    @BreakingNews @AFP @MelissaBellF24 How stupid ...
Name: tweet, dtype: object","3993    charliehebdo
Name: topic, dtype: object",query
111,"1708    524958146343624704
Name: id, dtype: object","1708    524957372369108993
Name: parent_id, dtype: object","1708    @kellyoxford @HDMcC I had heard the same befor...
Name: tweet, dtype: object","1708    ottawashooting
Name: topic, dtype: object",support
112,"4089    553535342049902592
Name: id, dtype: object","4089    553461741917863936
Name: parent_id, dtype: object","4089    @BBCWorld
Name: tweet, dtype: object","4089    charliehebdo
Name: topic, dtype: object",comment
113,"3625    553550482925715458
Name: id, dtype: object","3625    553550000584540160
Name: parent_id, dtype: object","3625    @genlady9 @RT_com Right a tradgedy happening i...
Name: tweet, dtype: object","3625    charliehebdo
Name: topic, dtype: object",comment
114,"666    500288302100918272
Name: id, dtype: object","666    500286058664579072
Name: parent_id, dtype: object","666    @mashable @AdamBaldwin Waiting to see an outpo...
Name: tweet, dtype: object","666    ferguson
Name: topic, dtype: object",comment
115,"1256    525036307173879808
Name: id, dtype: object","1256    524995771587108864
Name: parent_id, dtype: object","1256    @MikeSavageHFX  The @HfxRegPolice flags are al...
Name: tweet, dtype: object","1256    ottawashooting
Name: topic, dtype: object",comment
116,"2571    544302024352092162
Name: id, dtype: object","2571    544301453717041152
Name: parent_id, dtype: object","2571    @PzFeed @Ghospel oh cock
Name: tweet, dtype: object","2571    sydneysiege
Name: topic, dtype: object",comment
117,"4166    552842578539073537
Name: id, dtype: object","4166    552839226317094912
Name: parent_id, dtype: object","4166    @AwakeDeborah @MashableNews so sad
Name: tweet, dtype: object","4166    charliehebdo
Name: topic, dtype: object",comment
118,"1040    499369781846233088
Name: id, dtype: object","1040    499368931367608320
Name: parent_id, dtype: object","1040    @clydetheslyde get some ""don't tread on me"" fl...
Name: tweet, dtype: object","1040    ferguson
Name: topic, dtype: object",comment
119,"3859    553485100932157440
Name: id, dtype: object","3859    553478289474740224
Name: parent_id, dtype: object","3859    Siege: “@FRANCE24: #BREAKING : 1 dead, several...
Name: tweet, dtype: object","3859    charliehebdo
Name: topic, dtype: object",support
120,"220    500368855051804672
Name: id, dtype: object","220    500363740311982081
Name: parent_id, dtype: object","220    @ZerlinaMaxwell exactly.
Name: tweet, dtype: object","220    ferguson
Name: topic, dtype: object",support
121,"691    500288465355816960
Name: id, dtype: object","691    500288349924782080
Name: parent_id, dtype: object","691    @TheAnonMessage2 Yeah. @donlemon just did on CNN.
Name: tweet, dtype: object","691    ferguson
Name: topic, dtype: object",comment
122,"4443    552834504520630274
Name: id, dtype: object","4443    552808923707617282
Name: parent_id, dtype: object","4443    @babsmediabrissy , @lifegallery spotted your p...
Name: tweet, dtype: object","4443    charliehebdo
Name: topic, dtype: object",comment
123,"1417    525043841490251776
Name: id, dtype: object","1417    524980744658382848
Name: parent_id, dtype: object","1417    @CBCAlerts @FriedgeHNIC let's cut off his head...
Name: tweet, dtype: object","1417    ottawashooting
Name: topic, dtype: object",comment
124,"2814    544276206728671232
Name: id, dtype: object","2814    544271362022338560
Name: parent_id, dtype: object","2814    @Andrew_Denney @charlescwcooke doing what thei...
Name: tweet, dtype: object","2814    sydneysiege
Name: topic, dtype: object",comment
125,"465    500311633458364416
Name: id, dtype: object","465    500298752469770240
Name: parent_id, dtype: object","465    @140elect Fox News will talk about it now
Name: tweet, dtype: object","465    ferguson
Name: topic, dtype: object",comment
126,"4144    552997008483811328
Name: id, dtype: object","4144    552982613288157184
Name: parent_id, dtype: object","4144    “@MelanieTait: Banksy says #JeSuisCharlie in a...
Name: tweet, dtype: object","4144    charliehebdo
Name: topic, dtype: object",comment
