,id,tweet
123,576327374628917248,"Well, Blick is a tabloid, so I wouldn't necessarily believe everything they say :-)"
124,525008177683636224,this matches the photo tweeted earlier today from a tourist who says it was taken moments before the shooting. /
125,524966301085995008,“globeandmail: Attack on Parliament: Soldier shot; gunman on the loose.” Thinking of everyone back home.
126,552795069691232258,May God have mercy on our world. Not France this time for these killings
127,552808137737383936,"And Francistan will just roll over and do nothing. French Jews, get out while you can!"
128,552943855021330432,"LOL.  million Muslims in France, what a disgrace. the french worm president and politicians killed them. tine for croissants now"
129,500386447158161408,"Wow. I thought a Tweep was being sarcastic, but...it really happened that way?!?"
130,553227312976908289,"Animals! Will they get their virgins in hell? Because, that's where they are going!"
131,499453449206239232,I was raised by a hater; + knew very wrong-always.But it baffles me w Diversity in creation y ppl hate rt race..
132,553591766893727744,PIC RT: “AFPphoto: Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson AFP
133,500301270532370433,"- Even if not innocent, no justification for violating rights, removing due process &amp; execution Ferguson MURDER!"
134,544284578068713473,yea ill link in  secs im not near comp
135,500429451323523073,"Y'all --&gt; ""andybankertv Store owner told Monday that there was a theft, but said it was not MichaelBrown said it was someone else"""
136,500488971080962048,u win. i'm apparently not qualified for hottie of the week anymore. take it back.
137,500387275767681024,"Those times when you laugh at a funny, sarcastic, and ridiculous tweet and then realize it was neither of those..."
138,544279084939767808,"Actually debate on the flag BREAKING Hostages held inside Sydney cafe, Islamic flag held up”"
139,524923588701614080,Be safe!
140,524933596113801218,
141,524939593196793856,we are with you! 
142,544517033644556288,Illegal Aliens will kill  US Citizens today in the USA and Fox will report on NONE of them: Obama thanks you....
143,544315887491117058,in less than  hrs his headband will really be telling the tuuth..LOL!
144,500757739480842242,Yep!! Splitting image in everything except one has black hair and other blonde....
145,525057584416292867,the price we pay for allowing Muslim th Columns to roam freely in the West. Enough.
146,553508576422285312,"Don't deny them their just reward, expadite dispatch ....., there's a small hitch though .."
147,544333165612269569,okay… just because guns are banned doesn't mean people don't have them please be aware of that
148,553549149787140096,Not so much separated. There're links between them.
149,500406172155777025,And there was a struggle inside the car. How do we know Brown didn't get the gun and fire the shot during the struggle?
150,552818286803443713,"RIP French dhimmi govt is doing everything to protect muslims. Dont worry, more innocents will follow this brave man!"
151,544293447717650432,My heart and prayers go out to the good people of Sydney and Australia.  nyc
152,553010394327834625,Muslims have been given opportunity to reform and they refuse to do it.Where are the  billion.
153,544345919575949312,Being literate in economics is out of favor these days. Bad for politics.
154,524973155014946816,"Rather then point fingers, why don't you stand united with the rest of Canadians."
155,544272691260178432,"""islamic flag"" headdesk"
156,500302378931716096,"There are pics of ""strong arm robbery"" clothing description/size of assailant similar BUT cop deadly force? No!"
157,544282548197916672,I want some lindt chocolates now
158,499371743773863936,"Thanks  going where many of us don't care to wonder . No surprises, but really no articles ""he ran at my car really fast."""
159,524996775049191424,"""professional, adjective: engaged in a specified activity as one's main paid occupation rather than as a pastime"""
160,576324695420743680,"of course,keep dreaming"
161,524937325932212224,There is no media blackout against IS in the US. Please open a newspaper for a change.
162,544520557803225088,THATS THE LADY FROM THE VIDEO
163,553820631087988736,no shit JeSuisCharlie
164,500324150519808000,but because of the training that cops receive now is more military in manner they react overly aggressive towards us (non-cop)
165,544292377897488384,ISIS flag supposedly put in window.
166,500274502652411904,I WILL KEEP THE BROWN FAMILY IN PRAYERS!
167,500405250755690496,do you not even have a basic understanding why people mistrust police?
168,544521204401729536,Is he consider as terrorist or just a criminal person as his faith not Sunni Islam ?
169,544284075721494528,"“PzFeed: BREAKING NEWS: Gunmen take hostages at Sydney cafe, wave Islamic flag"
170,553471188530249730,JeSuisAhmed JeNeSuisPasCharlie
171,500318691909959681,"of course , however please do not try and compare it to hundreds of years of systemic oppression of a whole people"
172,500384077481259008,autopsy report SPOILER alert: died from multiple gunshot wounds
173,553185239791857664,".juliamacfarlane ""Highly trained"" by secret services…"
174,524973649527193601,"we follow our Allies, we need them and they need us."
175,544287503310528513,justification to NOT permit jihadists return to Aus/UK - they cannot be trusted!
176,544762521974890496,Doing what Hadley does best
177,544281262371119104,Islamanausea
178,544273878668050432,If they only knew that ISIS was created by the American government.
179,544315302901608448,“mashable: Uber intros surge pricing in downtown Sydney during hostage siege disgusting
180,500303952391331843,".orangeseahorse - Even if robbery took place &amp; stop legal, actions after st &amp; d shot &amp; after MikeBrown put HandsUp = MURDER"
181,544347670630785026,Uber is covering the cost of all rides.
182,500359435911716864,if i were a cop &amp; he was unarmed ummm hello .. So he must've left his taser in the car ... ?
183,524965546379739136,In historical terms this is a blip. Screw those losers.
184,544394097340207104,coffee anyone??
185,500415054559203329,So no matter that evidence comes out during the investigation that's what you're going with?
186,524936215637000192,"Cue the ""we won't be cowed by such dastardly acts"" speechs. *yawn*"
187,552793785747660801,Et merde. “AFPphoto: CharlieHebdo -  dead including  police in Paris shooting. Photo AFP
188,544282085763346432,Put the geoblock back on! We can have coverage once they're out. Don't broadcast police movements!
189,524961388532228098,this is crazy...
190,524979653027856385,America BRITTIAN had supplied these men in Syria with the weapons to start with and now they are bombing them. Hmmmm hypocrisy
191,544279451760996352,then I guess we all don't need to worry???
192,544399653332992000,“AJEnglish: Five hostages have escaped the besieged Lindt Cafe in Sydney | su cara lo dice todo...
193,500298524953939969,“NBCNews: Photos of alleged robbery involving Michael Brown in Ferguson (via police) 
194,544288801926156289,“Independent: Up to  held hostage in Sydney Lindt Cafe siege
195,524967669083414528," days a year, the cops are % unbelievable. today, everyone lines up to suck them"
196,500280396010229760,We need b careful of jumping  conclusions. Waiting to see this videotape.
197,500390676802961408,you know the cop didnt have to know about robbery for this video to have value. you're not very good at being stupid.
198,500646220755251201,"I say even before journalists, CITIZENS! but now the journalists can put light on the situation, it's all across the U.S."
199,553546903842222080,faces of evil.
200,544290247710744576,"very impressed that you're on the mail list. suggest that you edit out the non-essential info, like names and phone numbers"
201,544480395585392641,but the hateful Daily Mail is showing their faces
202,544306389544624129,Hope they rescue the hostages. .and fry the islamutards.
203,553587104656404481,".marrty -Hamas terrorist SYNAGOGUE MASSACRE AS ""ISRAELI FORCES SHOOT  ARABS IN MOSQUE"". I'VE GOT A GOOD MEMORY &amp; IT WASNT LONG AGO-"
204,500307435668930561,It's almost like the local cops are pissed it was so calm last night and want to inflame public opinion again
205,524961635136704512,they hadn't at the time I posted. Ever changing news for sure. Scary times
206,553462961365581824,"superb! raping an unsuspecting child with a message it can't make a choice about is always a superb photo op. thanks, BBC"
207,500473967509909504,what the fuck
208,544518602469441537,"This is a great training video! These people comply with police as seen with their HANDS UP! Ironically, none of them were shot."
209,521376439099465728,“FutbolLife: AC Milan midfielder Michael Essien has been diagnosed with Ebola. Get well soon Michael. Fuck off
210,500280663065772032,Chief should go to Hollywood &amp; write suspense thrillers! Ferguson MikeBrown
211,500292755885531138,".MsRockEver - The Barney Fife fear is real in Ferguson, total excessive force is common practice. This was a murder!"
212,500939702565105664,Dorian admitted from day .Now rumor has it that store never called  who called?  tape?
213,553580075082203136,hope France has sharpshooters
214,553301531340972032,I hope they catch these cowards alive so they can face justice.
215,552811900686176257,Because *not* to do it for any religion creates a class of people who can't be criticised.
216,500320646396518400,except molotov cocktails. Molotov cocktails justify snipers...
217,552806767625641984,RIP satire “Colvinius: “LePoint: CharlieHebdo : “The cartoonists Charb &amp; Cabu are dead.”
218,544331906469203968,"nope. I respect them for making the rides free, I can also see how they wanted to get more drivers in"
219,524930767810756608,get well soon
220,544299543899435008,"If this is being done by a terrorist group with ties to another foreign nation, that foreign nation needs to be blown up."
221,544310038613852160,"the BBC translated the Arabic letters on the headband and it says..""I CAN""T BREATHE!""...lol"
222,544354334348029952,"Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup riders."
223,500386880635301889,"Hi, like, please)"
224,500285798089252865,that's problematic.
225,544279970483159040,“SkyNewsAust: BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.”
226,544294284015329280,"I'm not watching it, but it sounds as if it is being treated as sport."
227,544282441091788801,flag remains unidentified.
228,544352643242409984,"Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup rides"
229,544272759657078785,RT Live coverage of hostage situation unfolding in Sydney's Martin Place
230,500386770857758721,“WSJ: Ferguson police: Officer involved in fatal shooting of Michael Brown didn't know he was suspect. ridic
231,553552734935601152,"/ impossible demand to ""justify"" a massacre when it's refused."
232,544302363960684544,Track em down and feed em anally like we do over here in the good ol US of A.
233,552816942193467396,"lol the true all-embracing, multicultural attitude of ""moderate"" Islam comes out"
234,499460810704302080,How many weeks until police interview witnesses?
235,500371547496796162,what about the FBI
236,524929224260714499,omg hope !!!!!!
237,544330751991230465,how about paying your drivers extra to go into the cbd instead of forcing others to pay extra to travel into potential danger?
238,525009203187171329,That’s the photo tweeted this morning claiming to be of the soldier who was killed.
239,500300308145528832, is an ADULT
240,553512763906334722,well said! The media can help here.
241,552808047643729920,"“USATODAY:  now confirmed dead in CharlieHebdo attack in Paris, is reporting: (AP)"
242,525404874796961794,?????? whatsthesource
243,553587974680875008,good thats a start
244,500378624113909760,I saw this....Its impressive how bold their police are
245,500444523039039488,And they think we're buying this bullshit!
246,544486255921078272,Lol tell us another !
247,552810426422267904,There is no excuse - it is unacceptable always - we know in America how it feels
248,544497329920036865,"Hilarious! A cunt like you can insult me, then block me so I can't respond? pussy"
249,544517553427865601,"“NewsSyd: BREAKING: Police have confirmed that the SydneySiege is over. News” so glad to hear, this was unreal!"
250,544297460936753152,Pigs
251,552989544589430784,“AFP: UPDATE Three men including two brothers identified in France newspaper attack: source CharlieHebdo”
252,500297133841731585,Wow!
253,525032985738084352,my condolences go out to your family
254,498440508256292864,These responses explain why thiskeeps happening. Too many white men hate black men. Sad.
255,521371742942797825,DEUS E MAIS E SEROO ISSO?
256,544309593916989440,"The country would be safer, for us that is."
257,553587040886206466,"No confirmation yet, but hopefully good news"
258,553589786775412737,“SkyNewsBreak: AFP: suspected CharlieHebdo gunmen have been killed”nevsinmengu
259,500292093487886336,A good question. I still think the cop was on drugs and hallucinating.
260,500324845427916800,legally speaking it doesn't matter. the question of reasonable fear is at issue + the krauts were definitely afraid of my grandpa.
261,544298655336136704,Cover the damn story.
262,544282252302381056,"the more coverage there is the more worried I am its giving these people what they want, and the situation a bad end."
263,500283973239865345,"“DIANAZOGA: Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in Ferguson” VictimOnTrial"
264,544290755624198144,
265,524961799641526273,BBC saying indications of more than one gunman. :(
266,499688811300151297,There's no $$ in it for them.
267,553557332261490688,“FoxNews: BREAKING: At least  killed in Paris hostage situation via when will the craziness end? 
268,500400890126155777,Has that info came out yet?
269,500285250791288832,"whitesupremacy attacks victim, leaves perp unexamined nojusticenopeace"
270,544301820865429506,Via FIRST PHOTOS: Hostage pressed against a window. SydneySiege
271,499641023950512128,"cops kill too many Americans, black &amp; white. While i reject the race baiting the left is doing this is still wrong"
272,544294473292079104,well...you're just a silly paranoid fuck now aren't you
273,544288050810216448,"just seen it, jeez :/"
274,500294835559866371,and his bullet would have been harmlessly in his pocket. Ferguson
275,500365432902393859,"so quit talking about a robbery, stick to the subject"
276,500379064146751490,It's a conniving way to do a smear campaign. Darren Wilson is a cold-blooded murderer. JusticeForMikeBrown Ferguson
277,544270541725511680,"That sure looks like an ISIS flag to me! You bastards, don't bring your filthy terror religion to my country!"
278,524944416721862656,why does this idiot think it's ok to follow the police during a armed man hunt?
279,500288271650684928,JUSTICE FOR THE POLICE DEPT. they were doing their job &amp; protecting your sorry butts.
280,500323321519800321,Perhaps they need to alter/improve their training.
281,500478509366915072,i relistened to the press conf &amp; ur right i was wrong
282,552814812363620352,“SputnikInt: UPDATE: CharlieHebdo's editor-in-chief was killed in attack - Magazine's lawyer
283,500313920301588480,They can't tie the two together cause they are separate issues. Releasing at different times puts distance between them.
284,552835091714416640,now that is better grammar
285,553536816238710784,they were well known by the French/ why didn't they do anything??? then
286,553490860369653761,"NM - Sends electric waves to girls and threaten them, sends drug in my body and clumps my chest though radioactivity???????"
287,499612832363581440,immortalconsciousness WuWednesday TupacTuesday
288,525006759807967232,Apparently a hoax. Best to take Tweet down.
289,525007273832497154,Not a hoax. This is before the shooting
290,524926310565814272,“CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa Be safe out there folks in Uniform
291,544510279694823424,Sydneysiege selfies
292,544306124124860416,get on that one
293,525014151161081856,"I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!"
294,544519563308580864,noooooo :(((
295,524924021608284160,any updates?
296,500315069142405120,"um, they killed themself. whendumbpeopletweet"
297,500405868244910081,"I blocked him, so you can leave me off the tweets. I won't see them, gives you more characters."
298,524940069942358016,psst. Guns aren't banned in Canada. educateYourself
299,544344866285576193,Listen up dum-dum. They ARE paying the drivers more. Reading is a skill.
300,500270734934282240,like holding back zombies
301,544291860425232384,Religion is nothing but harmful to society.
302,500358464325947393,"So if someone was coming at you and beating the fuck out of you threating your life, you wouldnt shoot them if you could?"
303,500478671451586560,seems like theres soo much about this case it gets confusing yet there isnt enough info??
304,544367318193930240,ISIS flag also shown! These sub-humans kept their word! religionofpeace they murder rape bomb all non believers of allah!
305,525053884029763585,"So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time."
306,500297800354377730,So there are already two different charges! And none of them shows Michael Browns name!!!
307,544311848615432194,“NewsSydney: The Sydney cafe siege may be part of a larger plot. MartinPlaceSiege
308,525032806288601088,"Rest in Peace, Cpl Cirillo. Prayers for his famil."
309,553203171674181634,"Just for the sake of good journalism, which one is it?"
310,524941965012795393,because canada doesnt fuck around with security
311,544342454938243072,that's Britain! I still would prefer their homicide rates to yours
312,500460605686677504,so bad...
313,553577721939251201,how would they know if they are harmed or not? Is there some kind of communication between the suspects?
314,500395360125464576,"but reasonable doubt? Innocent until proven guilt? Nah, fuck it, let's execute him"
315,524971350881218560,“CP: MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings Hero
316,524930854335053824,you stupid fuck
317,500303880820117504,Anon has been pretty awful through this whole thing.
318,553004470440058881,R.I.P.
319,553560292635189248,That's what the police are saying. I meant 'separate' as in different guys to the ones that did Charlie Hebdo attack.
320,544317774495875072,LOL
321,500407281486663680,there's a difference between an open mind and an empty one
322,553693040649334785,Certainly not matyres - sorry no thousands of virgins waiting for them just fire and brimstone.
323,525022456059547648,What media account did you get this photo from? What is your confirmation that this is the guy? DM me please
324,544414074906222593,This is not true. As you have made a lot of Tweets you may have forgotten this one. Do the right thing and remove it.
325,525030609757151232,I'm guessing Obama will probably apologize to the terrorists on Canada's behalf.
326,524970408479850496,"more than anything we need sobriety, not sensationalism. terror Canada cbc parliament harper war peace"
327,544277972597755904,So it's not ISIS but Islam in general. Much better... leftards better think up a new word islamaphobia
328,500318081617367040,thanks. Now we need a pic of what michael brown was wearing to refute the video.
329,552816726144864258,yes because islam is true religion. They don't take Bullshit from fools like Charlie Have died.
330,553550000584540160,StopKillingInnocentPeople FreePalestine freeBurma FreeSyria FreeKashmir
331,524996070972358656,"A soldier was intentionally hit by a car driven by a radicalized person, also not really confirmed yet."
332,544341522213134336,U don't pay extra for PT at desperate . My apologies if I got the issue confused. I agree PT for everyone regardless of class.
333,552806316855799808,"Western leaders created terrorists with various Arabic ""springs"" by mercenaries jihadists.It was INEVITABLE to go west."
334,524928355016396800,"When will Canadians wake up and realize this war on the Islamist rapist slavers is no game, no joke. Arrest them NOW !!!"
335,544452319904272385,O Lord Save All Hostages in Sydney &amp; Turn Militants  Righteous Ways MSGTheFilm 
336,552804602702475265,good
337,544309574107693056,I thought it was only  from the beginning
338,554247300738854912,really sad situation
339,553486598328041472,French Police have closed Charles de Gaulle airport flights being diverted airport is near Dammartin-en-Goel
340,544345462564999169,People like you and these things that you say are what keep people like me (the establishment) laughing
341,552816063369326592,infidels that r breathing offends these monsters. Freedom offends them.
342,525046262467293184,Prayers &amp; hugs to his family. RIPNathanCirillo
343,553203187533230080,blast this..
344,500398105162821634,police are humans too and when confronted with that situation no training is perfect to predict a response
345,500281543823458304,excuses coming thick &amp; fast next
346,544300909035937793,Thanks Diane Feinstein and Obama for releasing our CIA report. Now ISIS is more bolden.
347,544520376722927616,omg no
348,544391921506852865,"it's crazy huh, they want to have a peaceful resolution then give him all the entitlements to make his life better "
349,552811563917123584,Islam. That's the only story and background info you need. Islam. CharlieHebdo
350,544349387741495296,;)
351,524960426132791296,"what's stupid is we are at war but moan when it's on our own soil now they are using chemicals so it's WHEN, BEWARE"
352,553516393791238145,"at least it hasn't been forgotten... there's been so little coverage, no mention of finding the shooter that escaped!!"
353,499533154219474944,"they just went aft Potus,Flotus&amp;fam  going on vacation lk whites do daily"
354,544520377162952704,:(
355,544330788201050113,Deep inside sydneysiege story was this ➤
356,524940813089144833,...seriously?! You're trying to profit from this? Think about it...
357,553583385005006850,"""JE SUIS CHARLES"" Wonder about the limits and rights ... destruction and death. Or is that blood man should drink to quench your maldad."
358,500296225678045184,Easy to know if this is Brown by looking at what he was wearing when he was killed. Has there been a positive ID for this?
359,544534375577423872,HMMM ! CAUTION ! COULD BE A FalseFlag EVENT MANY CONFLICTING MSM REPORTS COMING FROM siege Sydney Atm
360,553589974369845248,Great News!!! Take no prisoners. These bastards need to be exterminated on sight
361,552806009157464064,"I feel provoked, luckily i believe in Liberty, o well words are wind"
362,553589677433712640,“cnnbrk: Police taking people out of Paris grocery where hostages were being held. 
363,500283406962663424,didn't the manager of the store already say this was not true
364,552811152456318976,as evidenced by the fact they killed  cartoonists - not just random people
365,552813011338285056,“WSJ: At least  dead in the Paris shooting. Updated story and background info:http://t.co/OEaYPQ CharlieHebdo
366,500324120689930241,"call him a big ass kid then. But size or being ""intimidating"" doesn't take away your youth, inexperience, kid status"
367,553553247953514496,Yes lots of mixed info coming out. Anyone else here about potential  prison connection btwn planners?
368,552805269441622017,France is a very beautiful country
369,500299056934289408,"Because it shows Brown negatively. The real issue is: Why did a cop shoot and kill an unarmed man, hands up?"
370,524937953148403713,"To be a journalist, you have to have worked in the profession &amp; abide by its rules. Not just spew propaganda"
371,524992704673890304,"RT Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill. Canada"
372,544482722295844864,because they gives us idea to create jobs: starting from now everybody well be scaned before get in any coffee shop in CA :-)
373,500347833774374912,where is the robbery? All I see is a confrontation.
374,500291568361041920,Bryan Willman
375,544331336266579969,what does this mean?
376,500393320032370688,Is that the video also?
377,500285916494061568,Even IF he did IF; he was still UNARMED &amp; shot MULTIPLE times. Does it JUSTIFY his killing NO!.Ferguson
378,552812627378724864,"Must be a very weak god, that Mohammad that it uses these beasts for revenge for humor, which only brings shame and disgust apon it"
379,524946118774620161,sickening
380,544290348525449216,“Independent: Up to  held hostage in Sydney Lindt Cafe siege Oh. My. God. I am SICK!
381,553498348674875393,These men were clearly military trained...
382,544518122339049472,THANKS GOD
383,524975860185825281,FACK!!!!
384,500325414917505024,| We need to see/review the statement by officer Wilson on what happened.
385,553211195881426944,Sad. Islam is such a good religion but it has been taken over by criminals who unfortunately use Quran to defend themselves
386,544342839111327744,"That is the point, dummy. Lots of drivers signing up for Uber. They are smarter than you. So help out and shut it"
387,544295967638302720,cos it's not
